Electrical conductivity (mostly) in ohm-1 * cm-1

Salt,Composition range,Data type,T min (K),T max (K),Uncertainty,Data 1,Data 2,Data 3,Data 4,Data 5,Comment,Formatting comment
KNO2-NaNO2,70-30,+E,620,730,,10.701,-11872.3,,,,,
KNO2-NaNO2,75-25,+E,640,650,,10.638,-12012.46,,,,,
KNO2-NaNO2,75-25,+E,650,730,,10.6117,-11996.57,,,,,
KNO2-NaNO2,80-20,+E,660,730,,10.427,-12058.49,,,,,
KNO2-NaNO2,90-10,+E,700,730,,8.95,-11376.49,,,,,
KNO2-NaNO2,100-0,+E,720,730,,7.809,-10835.49,,,,"For 100% KNO2, the departures from the recommended data set are: 720 K, +0.3%,750 K, -0.5%.",
KNO3,100,+E,615,780,1.5%,9.1025,-13587.35,,,,,
KNO3,100,P2,615,780,0.5%,-2.125,0.0057332,-2.0301E-6,,,Accuracy upgraded. The accuracy of the exponential is 1.5%. Do not use the Polynomial for Extrapolations.,
KNO3-K2Cr2O7,0-100,+E,675,740,,200.559,-38951.18,,,,"For 100% K2Cr2O7, the departures from the recommended data set are: 690 K, -8.6%, 750 K, 0.0%.",
KNO3-K2Cr2O7,5-95,+E,620,740,,559.287,-45116.83,,,,,
KNO3-K2Cr2O7,10-90,+E,620,740,,65.1919,-32480.1,,,,,
KNO3-K2Cr2O7,15-85,+E,680,740,,27.4194,-27056.29,,,,,
KNO3-K2Cr2O7,20-80,+E,620,740,,44.7488,-29647.48,,,,,
KNO3-K2Cr2O7,25-75,+E,620,740,,41.9939,-28910.67,,,,,
KNO3-K2Cr2O7,30-70,+E,620,740,,35.0968,-27504.82,,,,,
KNO3-K2Cr2O7,35-65,+E,620,740,,35.2894,-27180.14,,,,,
KNO3-K2Cr2O7,40-60,+E,620,740,,36.2606,-26917.8,,,,,
KNO3-K2Cr2O7,45-55,+E,620,740,,28.7752,-25309.02,,,,,
KNO3-K2Cr2O7,50-50,+E,620,740,,39.0077,-26580.98,,,,,
KNO3-K2Cr2O7,55-45,+E,620,740,,32.5982,-25310.69,,,,,
KNO3-K2Cr2O7,60-40,+E,620,740,,23.4933,-23163.85,,,,,
KNO3-K2Cr2O7,65-35,+E,620,740,,20.704,-22018.67,,,,,
KNO3-K2Cr2O7,70-30,+E,620,740,,17.1904,-20113.24,,,,,
KNO3-K2Cr2O7,75-25,+E,620,740,,14.6339,-18913.67,,,,,
KNO3-K2Cr2O7,80-20,+E,620,740,,12.2857,-17229.58,,,,,
KNO3-K2Cr2O7,85-15,+E,620,740,,12.5622,-16960.13,,,,,
KNO3-K2Cr2O7,90-10,+E,620,740,,11.4838,-15988.17,,,,,
KNO3-K2Cr2O7,100-0,+E,620,740,,15.1672,-17038.79,,,,"For 100% KNO3, the departures from the recommended data set are: 630 K, -14%, 740 K, -4.9%.",
KNO3-LiClO4,0-100,+E,520,690,,13.8486,-12768.53,,,,"For 100% LiClO4, the departures from the recommended data set are: 520 K, -1.4%, 690 K, -2.5%.",
KNO3-LiClO4,16-84,+E,480,680,,13.4963,-13867.68,,,,,
KNO3-LiClO4,30-70,+E,580,680,,12.886,-15003.24,,,,,
KNO3-LiClO4,50-50,+E,680,700,,11.2744,-15228.34,,,,,
KNO3-LiClO4,70-30,+E,660,700,,10.0832,-15226.67,,,,,
KNO3-LiClO4,85-15,+E,580,680,,10.6026,-14991.94,,,,,
KNO3-LiClO4,100-0,+E,620,690,,9.67396,-13672.7,,,,"For 100% KNO3, the departures from the recommended data set are: 630 K, +4.5%,700 K, +4.7%.",
KNO3-LiNO3,0-100,+E,560,630,,20.354,-14108.27,,,,"For 100% LiNO3, the results have been advanced as the recommended data set.",
KNO3-LiNO3,25.20-74.80,+E,560,640,,15.343,-13794.88,,,,,
KNO3-LiNO3,49.88-50.12,+E,560,700,,12.507,-13736.3,,,,,
KNO3-LiNO3,76.69-23.31,+E,550,690,,13.291,-14870.18,,,,,
KNO3-LiNO3,100-0,+E,630,690,,10.709,-14363.91,,,,"For 100% KNO3, the departures from the recommended data set are: 630 K, +1.7%,700 K, +2.9%.",
KNO3-NaClO4,36-64,+E,670,710,,9.03238,-13097.81,,,,,
KNO3-NaClO4,45-55,+E,670,710,,9.31567,-13575.22,,,,,
KNO3-NaClO4,70-30,+E,630,690,,8.53984,-13636.3,,,,,
KNO3-NaClO4,86-14,+E,590,690,,9.63857,-13914.54,,,,,
KNO3-NaClO4,100-0,+E,620,690,,9.67396,-13672.7,,,,"For 100% KNO3, the departures from the recommended data set are: 630 K, +4.5%,700 K, +4.7%.",
KNO3-NaNO2,0-100,+E,623,683,,20.0381,-15341.31,,,,"For 100% NaNO2, the departures from the recommended data set are: 630 K, -35%,680 K, -31%.",
KNO3-NaNO2,20-80,+E,623,683,,27.7674,-17417.45,,,,,
KNO3-NaNO2,40-60,+E,623,683,,30.3498,-18348.82,,,,,
KNO3-NaNO2,60-40,+E,623,683,,23.6753,-17481.88,,,,,
KNO3-NaNO2,80-20,+E,623,683,,18.5788,-16753.85,,,,,
KNO3-NaNO2,100-0,+E,623,683,,8.06341,-12804.93,,,,"For 100% KNO3, the departures from the recommended data set are: 620 K, +3.5%,680 K, +0.3%.",
KNO3-NaNO3,0-100,+E,610,720,,10.228,-11200.76,,,,"For 100% NaNO3, the departures from the recommended data set are: 610 K, +2.0%, 720 K, -0.9%.",
KNO3-NaNO3,24.91-75.09,+E,580,670,,12.751,-13217.48,,,,,
KNO3-NaNO3,49.69-50.31,+E,560,690,,12.695,-13987.35,,,,,
KNO3-NaNO3,75.15-24.85,+E,560,690,,12.337,-14522.91,,,,,
KNO3-NaNO3,100-0,+E,630,690,,10.709,-14363.91,,,,"For 100% KNO3, the departures from the recommended data set are: 630 K, +1.7%,700 K, +2.9%.",
KNO3-RbNO3,0-100,+E,590,670,,9.3443,-15261.81,,,,"For 100% RbNO3, the departures from the recommended data set are: 590 K, +1.5%, 700 K, +0.3%.",
KNO3-RbNO3,10-90,+E,590,670,,9.8759,-15379.39,,,,,
KNO3-RbNO3,15-85,+E,590,670,,9.4614,-15146.33,,,,,
KNO3-RbNO3,20-80,+E,570,670,,10.231,-15464.32,,,,,
KNO3-RbNO3,25-75,+E,570,670,,10.661,-15621.23,,,,,
KNO3-RbNO3,30-70,+E,570,670,,11.016,-15746.75,,,,,
KNO3-RbNO3,32.5-67.5,+E,570,670,,11.616,-15949.67,,,,,
KNO3-RbNO3,35-65,+E,570,670,,11.189,-15750.93,,,,,
KNO3-RbNO3,37.5-62.5,+E,570,670,,11.47,-15824.15,,,,,
KNO3-RbNO3,40-60,+E,570,670,,11.36,-15722.06,,,,,
KNO3-RbNO3,45-55,+E,570,670,,11.243,-15606.58,,,,,
KNO3-RbNO3,50-50,+E,590,670,,10.311,-15033.36,,,,,
KNO3-RbNO3,55-45,+E,570,670,,11.444,-15522.9,,,,,
KNO3-RbNO3,60-40,+E,570,670,,11.518,-15485.24,,,,,
KNO3-RbNO3,65-35,+E,590,670,,10.983,-15137.97,,,,,
KNO3-RbNO3,70-30,+E,590,670,,10.782,-14949.68,,,,,
KNO3-RbNO3,80-20,+E,590,670,,10.424,-14573.12,,,,,
KNO3-RbNO3,85-15,+E,610,670,,10.944,-14765.58,,,,,
KNO3-RbNO3,90-10,+E,610,670,,10.9,-14690.27,,,,,
KNO3-RbNO3,100-0,+E,610,670,,11.548,-14782.32,,,,"For 100% KNO3, the departures from the recommended data set are: 620 K, +1.0%,670 K, +3.0%.",
KNO3-Sr(NO3)2,70-30,+E,660,720,,12.627,-17600.29,,,,,
KNO3-Sr(NO3)2,78.5-21.5,+E,660,720,,11.356,-16391.93,,,,,
KNO3-Sr(NO3)2,90-10,+E,590,720,,11.572,-15631.69,,,,,
KNO3-Sr(NO3)2,100-0,+E,620,730,,10.824,-14522.91,,,,"For 100% KNO3, the departures from the recommended data set are: 630 K, -0.5%,730 K, +2.0%.",
KNO3-TlBr,0-100 TlBr,I2,823,,,1.2289,-0.00733,5.3E-5,,,"For both 100% KNO3 and 100% TlBr at 823 K, the departure from the recommended data set is, respectively, -17% and +0.6%.",
KNO3-TlCl,100-0 KNO3,I2,703,,,1.084,-0.00708,5.3E-5,,,"For 100% KNO3 and 100% TlCl at 703 K, the departures from the recommended data sets are, respectively, +0.7% and -2.3%.",
KNO3-TlNO3,0-100,+E,480,620,,8.0256,-12510.37,,,,"For 100% TlNO3, the departures from the recommended data set are: 490 K, -0.26%, 620 K, -3.5%.",
KNO3-TlNO3,20-80,+E,470,620,,10.112,-13778.14,,,,,
KNO3-TlNO3,40-60,+E,500,620,,10.948,-14296.97,,,,,
KNO3-TlNO3,60-40,+E,550,620,,10.788,-14351.36,,,,,
KNO3-TlNO3,70-30,+E,570,630,,11.157,-14577.3,,,,,
KNO3-TlNO3,80-20,+E,593.2,633.2,,11.708,-14857.63,,,,,
KNO3-TlNO3,100-0,+E,610,670,,12.11,-15066.84,,,,"For 100% KNO3, the departures from the recommended data set are: 620 K, +0.3%,670 K, +2.0%.",
KOH,100,+E,680,860,,13.2638,-9324.62,,,,,
KOH-K2CO3,91.5-8.5,+E,680,860,,15.127,-11617.91,,,,,
KOH-K2CO3,93.3-6.7,+E,680,860,,14.3936,-11179.42,,,,,
KOH-K2CO3,95.7-4.3,+E,680,860,,14.1995,-10846.36,,,,,
KOH-K2CO3,96.0-4.0,+E,680,860,,14.2134,-10807.45,,,,,
KOH-K2CO3,97.5-2.5,+E,680,860,,13.9842,-10444.69,,,,,
KOH-K2CO3,97.9-2.1,+E,680,860,,13.6403,-10031.31,,,,,
KOH-K2CO3,98.3-1.7,+E,680,860,,12.8682,-9646.37,,,,,
KOH-K2CO3,100-0,+E,680,860,,13.2638,-9324.62,,,,"For 100% KOH, the results have been advanced as the recommended data set.",
KOH-K2CO3-K2SiO3,92.0-1.8-6.2,+E,780,870,,10.8847,-9934.24,,,,,
KOH-K2CO3-K2SiO3,94.2-1.8-4.0,+E,780,870,,11.5752,-9867.29,,,,,
KOH-K2CO3-K2SiO3,96.4-1.7-1.9,+E,780,870,,12.9211,-10142.19,,,,,
KPO3,100,+E,1155,1225,5%,6.479,-20652.57,,,,,
KPO3-WO3,50-50,+E,1080,1220,,20237.1,-112250.23,,,,,
KPO3-WO3,55-45,P1,1020,1220,,-1.2453,0.0012812,,,,,
KPO3-WO3,60-40,+E,1020,1220,,706.605,-75698.19,,,,,
KPO3-WO3,65-35,+E,1020,1220,,56.4301,-49179.56,,,,,
KPO3-WO3,70-30,+E,1020,1220,,217.963,-60539.31,,,,,
KPO3-WO3,75-25,+E,1020,1220,,84.6225,-49602.15,,,,,
KPO3-WO3,80-20,+E,1020,1220,,23.82,-36355.38,,,,,
KPO3-WO3,85-15,+E,1020,1220,,31.8855,-39426.49,,,,,
KPO3-WO3,90-10,P2,1080,1220,,-34.3521,0.0578761,-2.39131E-5,,,,
KPO3-WO3,95-5,+E,1120,1220,,17.1662,-32167.13,,,,,
KPO3-WO3,100-0,+E,1120,1220,,26.2,-35430.7,,,,"For 100% KPO3, the departures from the recommended data set are: 1150 K, -14%,1220 K, -5.8%.",
KSCN,100,+E,450,510,2%,100.,-24476.81,,,,,
KVO3-V2O5,9.4-90.6,+E,910,1250,,10.2254,-35144.93,,,,,
KVO3-V2O5,18.0-82.0,+E,1000,1250,,7.21494,-28807.74,,,,,
KVO3-V2O5,24.4-75.6,+E,910,1250,,9.96252,-29755.01,,,,,
KVO3-V2O5,32.2-67.8,+E,835,1250,,10.2106,-28289.33,,,,,
KVO3-V2O5,40.4-59.6,+E,835,1250,,6.6553,-22772.64,,,,,
KVO3-V2O5,44.6-55.4,+E,835,1250,,7.34791,-22511.13,,,,,
KVO3-V2O5,50.0-50.0,+E,835,1250,,6.15963,-20307.38,,,,,
K2CO3,100,+E,1184,1279,1.5%,11.027,-16489.42,,,,,
K2CO3-Li2CO3,0-100,+E,1013,1153,,29.22,-16485.24,,,,"For 100% Li2CO3, the departures from the recommended data set are: 1020 K, +0.3%, 1150 K, +0.2%.",
K2CO3-Li2CO3,10-90,+E,1133,1260,,26.46,-16861.8,,,,,
K2CO3-Li2CO3,20-80,+E,1034,1246,,23.37,-17196.53,,,,,
K2CO3-Li2CO3,30-70,+E,1001,1239,,20.27,-17489.41,,,,,
K2CO3-Li2CO3,40-60,+E,993,1227,,16.63,-17740.46,,,,,
K2CO3-Li2CO3,50-50,+E,1013,1222,,14.96,-18117.02,,,,,
K2CO3-Li2CO3,57.3-42.7,+E,1013,1223,,14.56,-18075.18,,,,,
K2CO3-Li2CO3,60-40,+E,1003,1197,,14.49,-18075.18,,,,,
K2CO3-Li2CO3,70-30,+E,973,1193,,13.32,-17489.41,,,,,
K2CO3-Li2CO3,80-20,+E,972,1165,,11.41,-16276.03,,,,,
K2CO3-Li2CO3,90-10,+E,996,1136,,10.85,-16066.83,,,,,
K2CO3-Li2CO3,100-0,+E,1178,1281,,10.52,-16024.99,,,,"For 100% K2CO3, the departures from the recommended data set are: 1190 K, 0.0%, 1280 K, -0.3%.",
K2CO3-Li2CO3-Na2CO3,16.7-50.0-33.3,+E,850,1120,,38.236,-24727.85,,,,,
K2CO3-Li2CO3-Na2CO3,25.0-43.5-31.5,+E,670,1000,,83.819,-30899.36,,,,The results for the three carbonates as single salts have been advanced as therecommended data sets.,
K2CO3-Li2CO3-Na2CO3,30-40-30,+E,850,1120,,32.777,-24702.75,,,,,
K2CO3-Li2CO3-Na2CO3,33.4-33.3-33.3,+E,850,1120,,27.208,-23510.29,,,,,
K2CO3-Li2SO4,90-10 Li2SO4,I2,1173,,,1.049,-0.01314,2.265E-4,,,,
K2CO3-Na2CO3,0-100,+E,1145,1238,,14.12,-15020.81,,,,"For 100% Na2CO3, the departures from the recommended data set are: 1150 K, -0.1%, 1240 K, 0.0%.",
K2CO3-Na2CO3,10-90,+E,1143,1254,,13.95,-15481.06,,,,,
K2CO3-Na2CO3,20-80,+E,1086,1236,,13.65,-15899.47,,,,,
K2CO3-Na2CO3,30-70,+E,1071,1222,,13.2,-16359.71,,,,,
K2CO3-Na2CO3,40-60,+E,1073,1230,,12.98,-16694.44,,,,,
K2CO3-Na2CO3,42-58,+E,1043,1226,,12.38,-16359.71,,,,,
K2CO3-Na2CO3,50-50,+E,1044,1230,,12.2,-16317.87,,,,,
K2CO3-Na2CO3,60-40,+E,1047,1246,,11.79,-16150.51,,,,,
K2CO3-Na2CO3,70-30,+E,1076,1237,,11.49,-16192.35,,,,,
K2CO3-Na2CO3,80-20,+E,1148,1258,,11.32,-16234.19,,,,,
K2CO3-Na2CO3,90-10,+E,1157,1250,,10.85,-16108.67,,,,,
K2CO3-Na2CO3,100-0,+E,1178,1281,,10.52,-16024.99,,,,"For 100% K2CO3, the departures from the recommended data set are: 1190 K, 0.0%, 1280 K, -0.3%.",
K2Cr2O7,100,+E,675,870,5%,73.,-32635.75,,,,,
K2MoO4,100,+E,1205,1270,3%,4.72,-13549.69,,,,,
K2MoO4-Li2MoO4,0-100,+E,1013,1145,,23.532,-18938.77,,,,"For 100% Li2MoO4, the departures from the recommended data set are: 1050 K, -26%, 1140 K, -38%.",
K2MoO4-Li2MoO4,19.9-80.1,+E,930,1130,,10.539,-19475.17,,,,,
K2MoO4-Li2MoO4,33-67,+E,870,1070,,17.399,-24544.17,,,,,
K2MoO4-Li2MoO4,39.3-60.7,+E,890,1030,,32.16,-31173.83,,,,,
K2MoO4-Li2MoO4,50-50,+E,890,1070,,16.398,-26093.12,,,,,
K2MoO4-Li2MoO4,53.4-46.6,+E,910,1050,,31.589,-32688.88,,,,,
K2MoO4-Li2MoO4,60-40,+E,870,1070,,13.77,-25229.94,,,,,
K2MoO4-Li2MoO4,79.9-20.1,+E,1073,1200,,7.2791,-19224.96,,,,,
K2MoO4-Li2MoO4,100-0,+E,1207,1281,,8.5676,-19756.34,,,,"For 100% K2MoO4, the departures from the recommended data set are: 1210 K, -2.1%, 1280 K, +1.3%.",
K2MoO4-MoO3,0-100,+E,1110,1150,,1.568,-7518.77,,,,"For 100% MoO3, the departures from the recommended data set are: 1110 K, -33%,1150 K, -29%.",
K2MoO4-MoO3,11.37-88.63,+E,1040,1070,,9.29199,-23370.12,,,,,
K2MoO4-MoO3,18.65-81.35,+E,890,1070,,17.7629,-28620.71,,,,,
K2MoO4-MoO3,22.65-77.35,+E,930,1130,,11.6451,-24923.67,,,,,
K2MoO4-MoO3,31.46-68.54,+E,950,1040,,12.3483,-25004.84,,,,,
K2MoO4-MoO3,39.80-60.20,+E,930,1060,,9.44673,-23281.84,,,,,
K2MoO4-MoO3,47.56-52.44,+E,860,980,,10.5245,-24447.1,,,,,
K2MoO4-MoO3,69.87-30.13,+E,1100,1190,,6.0236,-17499.04,,,,,
K2MoO4-MoO3,85.87-14.13,+E,1160,1250,,7.41541,-19278.1,,,,,
K2MoO4-MoO3,100-0,+E,1210,1250,,4.72,-13549.69,,,,"For 100% K2MoO4, the results have been advanced as the recommended data set.",
K2S-SnS,10-90,+E,1020,1230,,1547.16,-57777.82,,,,,
K2S-SnS,20-80,+E,1020,1230,,103.014,-40933.59,,,,,
K2S-SnS,30-70,+E,1020,1230,,20.1,-27913.6,,,,,
K2S-SnS,40-60,+E,920,1230,,14.5328,-25833.28,,,,,
K2S-SnS,50-50,+E,923.2,1223.2,,12.4683,-24294.38,,,,,
K2S-SnS,60-40,+E,1123.2,1223.2,,25.362,-28025.32,,,,,
K2SO4,100,+E,1341,1360,3%,7.949,-16017.46,,,,,
K2SO4-K2WO4,50-50,+E,1200,1270,,9.3355,-19385.21,,,,,
K2SO4-Li2CO3,80-10 K2SO4,I3,1173,,,2.64,-0.07332,9.919E-4,-4.47E-6,,,
K2SO4-Li2SO4,0.25-99.75,+E,1160,1220,,17.804,-13727.93,,,,,
K2SO4-Li2SO4,0.50-99.50,+E,1160,1220,,17.929,-13870.19,,,,,
K2SO4-Li2SO4,0.75-99.25,+E,1120,1220,,18.466,-14196.55,,,,,
K2SO4-Li2SO4,1.00-99.00,+E,1150,1210,,17.378,-13614.96,,,,,
K2SO4-Li2SO4,3.00-97.00,+E,1110,1180,,18.626,-14861.82,,,,,
K2SO4-Li2SO4,4.89-95.11,+E,1040,1180,,18.926,-15455.95,,,,,
K2SO4-Li2SO4,20.00-80.00,+E,1220,1230,,10.194,-18891.08,,,,,
K2SO4-Li2SO4,40.00-60.00,+E,1000,1160,,19.961,-24937.06,,,,,
K2SO4-Li2SO4,60.0-40.00,+E,1000,1160,,22.709,-24209.03,,,,,
K2SO4-Li2SO4,75.00-25.00,+E,840,1200,,30.451,-24684.34,,,,,
K2SO4-Li2SO4,80.00-20.00,+E,880,1160,,25.963,-22380.59,,,,,
K2SO4-NaCl,42-58,+E,920,1020,,5.90922,-11360.17,,,,,
K2SO4-NaCl,51-49,+E,920,1020,,10.181,-15170.18,,,,,
K2SO4-NaCl,61-39,+E,920,1020,,10.997,-14325.,,,,,
K2SO4-NaCl-Na2SO4,30.1-57-12.9,+E,920,1020,,16.9535,-19325.38,,,,,
K2SO4-NaCl-Na2SO4,36.4-48-15.6,+E,920,1020,,11.3422,-14998.64,,,,,
K2SO4-NaCl-Na2SO4,44.8-36-19.2,+E,920,1020,,12.8744,-14976.04,,,,,
K2SO4-Na2SO4,50-50,+E,1182.7,1193.4,,13.881,-20847.55,,,,,
K2SO4-Rb2SO4,50-50,+E,1340,1380,,6.801,-16150.51,,,,,
K2SO4-Tl2SO4,50-50,+E,1100,1200,,6.88692,-15578.97,,,,,
K2SO4-ZnSO4,20-80,DP,,,,0.04,773K,,,,,
K2SO4-ZnSO4,25-75,DP,,,,0.02,748K,,,,,
K2SO4-ZnSO4,30-70,+E,748,823,,47426.2,-90304.78,,,,,
K2SO4-ZnSO4,40-60,+E,723,823,,32.1572,-38199.72,,,,,
K2SO4-ZnSO4,50-50,+E,723,823,,139.106,-48095.88,,,,,
K2SO4-ZnSO4,57-43,+E,723,823,,42.7031,-37116.05,,,,,
K2S3,100,E2,570,690,4%,5.438,-6234.26,343.,,,,
K2S3.4,100,E2,490,670,4%,6.26,-7435.09,306.,,,,
K2S4,100,E2,470,680,4%,3.014,-5418.37,341.,,,,
K2S5,100,E2,520,670,4%,2.427,-5209.17,354.,,,,
K2S6,100,E2,520,690,4%,1.099,-3340.14,393.,,,,
K2TaF7,100,+E,1020,1160,5%,9.572,-21167.21,,,,,
K2TaF7-Ta2O5,80-20,+E,1073,1173,,5.046,-17370.59,,,,,
K2TaF7-Ta2O5,85-15,+E,1073,1173,,4.679,-15757.63,,,,,
K2TaF7-Ta2O5,90-10,+E,1073,1173,,4.484,-14732.11,,,,,
K2TaF7-Ta2O5,95-5,+E,1073,1173,,4.381,-14119.14,,,,,
K2TaF7-Ta2O5,100-0,+E,1073,1173,,9.572,-21167.21,,,,"For 100% K2TaF7, the results have been advanced as the recommended data set.",
K2TiF6,100,+E,1116,1249,5%,6.968,-15250.94,,,,,
K2TiF6-NaCl,2.6-97.4,+E,850,1170,,10.2438,-9703.7,,,,,
K2TiF6-NaCl,5.7-94.3,+E,850,1170,,6.72141,-5930.92,,,,,
K2TiF6-NaCl,9.5-90.5,+E,850,1170,,5.79325,-4622.56,,,,,
K2TiF6-NaCl,14.0-86.0,+E,850,1170,,5.3756,-4013.82,,,,,
K2TiF6-NaCl,19.6-80.4,+E,910,1170,,4.30809,-3001.86,,,,,
K2TiF6-NaCl,26.8-73.2,+E,850,1170,,8.41249,-9227.13,,,,,
K2TiF6-NaCl,31.1-68.9,+E,850,1170,,7.652,-8440.11,,,,,
K2TiF6-NaCl,36.2-63.8,+E,820,1170,,6.73031,-7712.5,,,,,
K2TiF6-NaCl,42.2-57.8,+E,850,1170,,5.6781,-6945.14,,,,,
K2TiF6-NaCl,49.3-50.7,+E,850,1170,,5.31653,-6974.01,,,,,
K2TiF6-NaCl,57.8-42.2,+E,850,1170,,12.1869,-14425.42,,,,,
K2TiF6-NaCl,68.7-31.3,+E,850,1170,,31.6493,-22624.52,,,,,
K2TiF6-NaCl,82.2-17.8,+E,880,1170,,38.281,-23664.68,,,,,
K2TiF6-NaCl,100-0,+E,1098,1173,,250.,-41690.07,,,,"For 100% K2TiF6, the departures from the recommended data set are: 1100 K, +98%, 1170 K, +137%.",
K2TiF6-TiO2,60-40,+E,1143,1193,,8.278,-18594.43,,,,,
K2TiF6-TiO2,70-30,+E,1143,1193,,8.045,-18003.22,,,,,
K2TiF6-TiO2,80-20,+E,1143,1193,,7.792,-17315.36,,,,,
K2TiF6-TiO2,90-10,+E,1143,1193,,8.91,-18147.15,,,,,
K2TiF6-TiO2,100-0,+E,1143,1193,,6.968,-15250.94,,,,"For 100% K2TiF6, the results have been advanced as the recommended data set.",
K2WO4,100,+E,1210,1300,3%,8.141,-19518.69,,,,,
K2WO4-Li2SO4,50-50,+E,1080,1240,,15.34,-23974.72,,,,,
K2WO4-Li2WO4,0-100,+E,1084,1150,,16.969,-18758.44,,,,"For 100% Li2WO4, the results have been advanced as the recommended data set.",
K2WO4-Li2WO4,10-90,+E,1028,1137,,45.807,-32736.16,,,,,
K2WO4-Li2WO4,19.9-80.1,+E,962,1125,,65.249,-37936.96,,,,,
K2WO4-Li2WO4,30-70,+E,898,1028,,91.819,-42116.85,,,,,
K2WO4-Li2WO4,40-60,+E,926,1048,,34.644,-36560.4,,,,,
K2WO4-Li2WO4,50-50,+E,952,1068,,32.456,-34129.46,,,,,
K2WO4-Li2WO4,54.4-45.6,+E,948,1070,,2.647,-14899.47,,,,,
K2WO4-Li2WO4,60-40,+E,940,1080,,7.183,-22635.82,,,,,
K2WO4-Li2WO4,68-32,+E,1031,1200,,16.48,-28372.18,,,,,
K2WO4-Li2WO4,80-20,+E,1070,1166,,81.94,-44372.06,,,,,
K2WO4-Li2WO4,100-0,+E,1250,1301,,14.412,-25673.45,,,,"For 100% K2WO4, the departures from the recommended data set are: 1250 K, -2.1%, 1300 K, +0.2%.",
K2WO4-WO3,29.88-70.12,+E,1180,1270,,15.2939,-32634.07,,,,,
K2WO4-WO3,42.13-57.87,+E,1040,1170,,43.788,-41142.38,,,,,
K2WO4-WO3,50.18-49.82,+E,1020,1040,,21.3982,-33034.07,,,,,
K2WO4-WO3,59.42-40.58,+E,940,1090,,36.774,-36122.75,,,,,
K2WO4-WO3,70-30,+E,1060,1210,,18.9445,-28781.38,,,,,
K2WO4-WO3,80.11-19.89,+E,1120,1280,,15.0033,-25412.37,,,,,
K2WO4-WO3,90-10,+E,1180,1300,,37.1834,-36306.43,,,,,
K2WO4-WO3,100-0,+E,1220,1290,,4.05548,-17144.65,,,,"For 100% K2WO4, the departures from the recommended data set are: 1220 K, -37%, 1290 K, -38%.",
K2ZrF6,100,+E,1073,1253,,10.888,-14804.91,,,,,
K2ZrF6-NaCl,0-100,+E,1073,1173,,8.389,-7673.58,,,,"For 100% NaCl, the departures from the recommended data set are: 1080 K, -0.8%, 1170 K, -0.6%.",
K2ZrF6-NaCl,10-90,+E,1073,1173,,8.855,-9054.33,,,,,
K2ZrF6-NaCl,20-80,+E,1073,1173,,7.388,-8161.45,,,,,
K2ZrF6-NaCl,25-75,+E,1073,1173,,7.075,-8207.89,,,,,
K2ZrF6-NaCl,30-70,DP,,,,2.96,1173K,,,,,
K2ZrF6-NaCl,33-67,+E,1073,1173,,7.04,-8650.15,,,,,
K2ZrF6-NaCl,40-60,+E,1073,1173,,7.326,-9242.61,,,,,
K2ZrF6-NaCl,50-50,+E,1073,1173,,8.022,-10767.29,,,,,
K2ZrF6-NaCl,60-40,+E,1073,1173,,8.055,-11029.63,,,,,
K2ZrF6-NaCl,67-33,+E,1073,1173,,7.036,-9977.33,,,,,
K2ZrF6-NaCl,70-30,+E,1073,1173,,7.041,-10060.6,,,,,
K2ZrF6-NaCl,75-25,+E,1073,1173,,7.043,-10102.86,,,,,
K2ZrF6-NaCl,80-20,+E,1073,1173,,6.727,-9891.56,,,,,
K2ZrF6-NaCl,85-15,+E,1073,1173,,6.412,-9585.29,,,,,
K2ZrF6-NaCl,90-10,+E,1073,1173,,6.416,-9755.58,,,,,
K2ZrF6-NaCl,100-0,+E,1073,1253,,10.888,-14804.91,,,,"For 100% K2ZrF6, the results have been advanced as the recommended data set.",
K3AlF6,100,+E,1273,1340,5%,24.984,-26010.69,,,,"K3AlF6: Recommended data, shift from previous evaluation.",
K3AlF6-Na3AlF6,0-100,+E,1270,1330,,54.106,-29877.61,,,,"For 100% Na3AlF6, the departures from the recommended data set are: 1280 K, +16%, 1350 K, +26%.",
K3AlF6-Na3AlF6,16.89-83.11,+E,1240,1330,,123.3,-39764.98,,,,,
K3AlF6-Na3AlF6,35.15-64.85,+E,1220,1330,,143.56,-42644.04,,,,,
K3AlF6-Na3AlF6,54.94-45.06,+E,1240,1330,,256.92,-50279.97,,,,,
K3AlF6-Na3AlF6,76.48-23.52,+E,1240,1330,,5108.4,-83848.76,,,,,
K3AlF6-Na3AlF6,100-0,+E,1270,1330,,430.9,-57773.64,,,,"For 100% K3AlF6, the departures from the recommended data set are: 1270 K, -17.8%, 1330 K, -5.7%.",
LaBr3,100,+E,1050,1185,25%,106.15,-43317.68,,,,,
LaCl3,100,+E,1170,1270,5%,9.427,-18966.81,,,,LaCl3: Accuracy upgraded.,
LaCl3-LiCl,0-100,+E,1080,1270,,11.604,-4994.11,,,,"For 100% LiCl, the departures from the recommended data set are: 1080 K, -0.09%, 1270 K, -1.9%.",
LaCl3-LiCl,10.04-89.96,+E,1080,1220,,12.749,-9035.92,,,,,
LaCl3-LiCl,20.06-79.94,+E,1080,1220,,9.753,-8625.88,,,,,
LaCl3-LiCl,29.63-70.37,+E,1080,1220,,9.796,-10362.69,,,,,
LaCl3-LiCl,40.00-60.00,+E,1080,1220,,9.056,-11220.84,,,,,
